WOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
95,0.009380707,0.006530259,105505.8857,61.62472964,28.96588817,1.9,0.040037534,-9736.604902,22.43295977,0.015510663,0.102525111,0.374823348,0.815845345,4.193380127,0.001022606,-1.031627375,0.398126681,3.000470125,-3.850743056,-3.18642379,-7.537606906,-7.256617801,-6.80848637
96,0.008157091,0.006094062,105350.8158,61.5433961,28.93165457,1.82,0.040037534,-9738.788765,22.31593799,0.014697851,0.09823095,0.370551997,0.805594866,4.094816764,0.001021452,-1.031627378,0.398124557,3.000466079,-3.850798861,-3.186599166,-7.549456231,-7.258102051,-6.816357317
97,0.007369223,0.005731161,105116.7925,61.47216988,28.91365329,1.7,0.039500132,-9740.822532,21.31350021,0.013600711,0.094634361,0.352245014,0.801080729,4.094813463,0.001016204,-1.031627421,0.398123437,3.00031687,-3.851040576,-3.186832631,-7.552664955,-7.270609588,-6.883766291
98,0.005965892,0.005327992,105004.1212,61.30634037,28.89042502,1.68,0.037368955,-9747.017664,20.90776812,0.012654069,0.093648108,0.344313452,0.798844745,4.094527161,0.001014259,-1.03162746,0.398118064,3.000304969,-3.851139922,-3.187198084,-7.555748588,-7.275597984,-6.925083317
99,0.005059485,0.004981335,104801.4287,61.11046999,28.8698002,1.54,0.037149278,-9749.176748,20.62086008,0.012213122,0.091648085,0.337009685,0.791840943,4.094317854,0.001013941,-1.031627539,0.398110762,3.000298892,-3.851474233,-3.187360952,-7.563711129,-7.279742433,-6.939704449
100,0.004812851,0.004591454,104663.4598,60.93294919,28.85516951,1.52,0.036518357,-9770.703398,19.80099602,0.010980167,0.089924583,0.331045521,0.788186374,4.09402177,0.001012671,-1.031627561,0.39811032,3.000297559,-3.851711999,-3.18754595,-7.582432741,-7.281496022,-6.93985812
101,0.004534238,0.004186159,104521.5122,60.39961233,28.84232057,1.42,0.035913975,-9776.338103,19.71475482,0.010094912,0.089374005,0.329484404,0.784804124,4.093818267,0.00101172,-1.031627562,0.398107066,3.000284809,-3.851789007,-3.187845036,-7.639656966,-7.294518267,-6.941037509
102,0.003953567,0.003781495,104246.7143,60.29739031,28.82772198,1.38,0.03531013,-9786.692287,18.57240721,0.009171028,0.08805535,0.326204237,0.779291237,4.093817137,0.001010827,-1.031627577,0.398103801,3.000279507,-3.851819414,-3.188571687,-7.681561948,-7.29992201,-6.946205082
103,0.003473474,0.003452794,104117.1024,60.20937397,28.81114347,1.36,0.03495615,-9791.170461,17.82416984,0.008653066,0.0872217,0.324385697,0.77251823,4.093727972,0.001009812,-1.031627577,0.398090778,3.000279478,-3.851874253,-3.190958051,-7.701046126,-7.303592875,-6.959591001
104,0.003111353,0.003101421,103919.6081,60.17656503,28.79090931,1.36,0.034925525,-9791.781888,16.00516274,0.007936676,0.085004524,0.319708534,0.769300158,4.093721733,0.001009245,-1.031627632,0.398078416,3.00027907,-3.852064401,-3.192187826,-7.702626051,-7.309064265,-6.994190812
105,0.002657722,0.002813019,103771.7643,60.12311989,28.78585966,1.32,0.034485025,-9794.546418,15.25591482,0.007256007,0.083534578,0.317196854,0.764665374,4.093694995,0.001008867,-1.031627655,0.398067091,3.000278854,-3.852985344,-3.193594358,-7.703144064,-7.318893192,-6.995452855
106,0.002439084,0.002567259,103615.7364,60.10991042,28.7664393,1.32,0.034131868,-9796.787191,14.95912348,0.006493576,0.082277757,0.315301165,0.75936807,4.093694883,0.000993648,-1.03162767,0.398062526,3.000278524,-3.853623032,-3.194046336,-7.705264422,-7.323619868,-6.997401408
107,0.002062221,0.002291427,103459.4446,60.1020496,28.7607988,1.3,0.033479073,-9798.462048,14.54024576,0.005781927,0.080859833,0.311065366,0.748316395,4.093693509,0.000992436,-1.031627675,0.398062515,3.000277861,-3.854161268,-3.194576854,-7.712158579,-7.324696009,-7.000146902
108,0.00193653,0.002070025,103191.8822,60.07396822,28.75298988,1.28,0.033266665,-9823.82782,13.35866377,0.005365106,0.078354282,0.308939712,0.745695974,4.093693509,0.000990017,-1.031627677,0.398046347,3.000276574,-3.854248624,-3.196340426,-7.713962741,-7.329498806,-7.002435214
109,0.001378015,0.001853045,102972.6194,59.8979624,28.74819862,1.26,0.03198546,-9826.172302,12.00700654,0.004932404,0.077858407,0.307233407,0.740725423,4.063243336,0.000986534,-1.031627682,0.398023079,3.000256546,-3.854283926,-3.196672601,-7.716075441,-7.330370038,-7.003229129
110,0.001216346,0.001666235,102758.2365,59.85579239,28.73836514,1.24,0.031828405,-9830.305109,11.73087167,0.004609664,0.072331627,0.305680225,0.737986894,4.063243045,0.000984729,-1.031627702,0.397995196,3.000249063,-3.854314096,-3.197091579,-7.717382275,-7.340421841,-7.008306604
111,0.00078636,0.001596844,102520.0114,59.85283587,28.73239749,1.18,0.031552232,-9842.700224,11.59951292,0.004302411,0.069789896,0.304120183,0.733000145,4.063242605,0.000983733,-1.031627768,0.397987438,3.000249063,-3.854318426,-3.198102806,-7.720367554,-7.343109684,-7.009749026
112,0.000707499,0.001437556,102415.2232,59.83597404,28.7264233,1.18,0.031164387,-9843.870308,11.4973903,0.003904998,0.06861856,0.302718605,0.727431383,4.054826064,0.000982465,-1.031627774,0.397985978,3.000249063,-3.854322704,-3.198509364,-7.721953562,-7.348499145,-7.010727052
113,0.000565895,0.001289635,102229.5489,59.82675503,28.71668672,1.1,0.03108162,-9846.521643,11.26316908,0.00368882,0.067249216,0.300822128,0.721978803,4.054826037,0.00098174,-1.031627862,0.397985094,3.00024906,-3.854469103,-3.198804768,-7.722980654,-7.351790781,-7.01533908
114,0.000509066,0.001167352,101999.7151,59.72749663,28.7060156,1.08,0.030853276,-9857.078871,11.13201792,0.003348848,0.066020186,0.29961813,0.716738689,4.054561957,0.000980882,-1.031627903,0.397980021,3.000248893,-3.854506787,-3.198905106,-7.723987358,-7.352172296,-7.016768294
115,0.000480609,0.001041941,101825.2394,59.61108462,28.69855212,1.06,0.030445237,-9859.440171,11.01640812,0.003107063,0.065516934,0.286799581,0.713690151,4.01244702,0.000980147,-1.031627918,0.397975815,3.000248776,-3.854547628,-3.19920493,-7.727586503,-7.35569665,-7.019786465
116,0.00039721,0.000953266,101586.7686,59.14385936,28.69000365,1.06,0.030422226,-9861.226073,10.8058755,0.002908628,0.064285943,0.28478814,0.710925765,4.012447018,0.000979916,-1.03162795,0.397969463,3.000248712,-3.854554912,-3.199330446,-7.728190613,-7.356388501,-7.092176893
117,0.000348072,0.000862957,101492.5254,58.96955977,28.68214929,1.02,0.030353402,-9881.245322,10.66569846,0.002417878,0.064011216,0.280977344,0.707768827,4.002336043,0.000979794,-1.031628006,0.397969169,3.000248692,-3.854567992,-3.199482253,-7.814932532,-7.358911838,-7.09493377
118,0.000301821,0.000792526,101352.8044,58.94872064,28.67306612,1.02,0.028850551,-9886.347588,10.59608855,0.002205126,0.055273875,0.270808288,0.706461093,3.976452311,0.000979477,-1.031628008,0.397968304,3.000248688,-3.854571319,-3.199885188,-7.829904201,-7.361452267,-7.096701495
119,0.000279214,0.000711945,101202.1558,58.84295138,28.66917034,1.02,0.028782579,-9931.77803,10.41741442,0.002024532,0.05450821,0.26391834,0.700248222,3.976097468,0.000978897,-1.031628059,0.397967934,3.00024858,-3.854582595,-3.200136365,-7.831474338,-7.3637965,-7.097377846
120,0.000244473,0.000624749,101060.4802,58.71885866,28.66371458,0.96,0.027822658,-9945.6717,10.28526064,0.001914131,0.053649059,0.257323644,0.694590232,3.975797638,0.000977691,-1.031628059,0.397967777,3.000248573,-3.854586169,-3.200171121,-7.834012775,-7.369862604,-7.100998442
121,2.14E-04,0.000555941,100732.774,58.6063599,28.65464455,0.96,0.02760096,-9946.993189,10.24220464,0.00161675,0.052502265,0.25252146,0.691105435,3.975725402,0.000975564,-1.031628061,0.397959714,3.000247555,-3.854588963,-3.200431799,-7.841016752,-7.3773948,-7.167784958
122,1.82E-04,0.000492049,100578.5255,58.50170588,28.647815,0.92,0.027406604,-9948.559116,10.19308395,0.001507,0.051461257,0.24816366,0.688492048,3.975725375,0.000974911,-1.031628061,0.397959493,3.0002344,-3.854599606,-3.200740092,-7.847573376,-7.378472704,-7.192325377
123,1.55E-04,0.000419059,100362.2706,58.48186159,28.64190684,0.92,0.026859009,-9950.659465,10.11593199,0.001369844,0.050688766,0.246452746,0.68466881,3.975724366,0.000974532,-1.031628061,0.39795894,3.000234399,-3.854621066,-3.200865321,-7.848550299,-7.385529015,-7.193964331
124,1.41E-04,0.000381321,99984.47861,58.44481998,28.63235921,0.88,0.026719,-10004.84787,10.05145398,0.00120624,0.049833531,0.242252591,0.682034935,3.975724348,0.000971526,-1.031628073,0.397958793,3.000234367,-3.854633217,-3.201016999,-7.854493571,-7.39427091,-7.197287428
125,1.24E-04,0.000317555,99791.29857,58.39928725,28.62521558,0.86,0.026674295,-10006.0059,10.04285243,0.001102722,0.049035138,0.240139626,0.679866776,3.975724296,0.000970532,-1.0316281,0.397958248,3.000132365,-3.854635112,-3.201383316,-7.856534898,-7.399629172,-7.209390584
126,1.02E-04,0.000251867,99494.85594,58.34585813,28.61715704,0.84,0.026470454,-10012.44594,9.99986596,0.001006393,0.048786932,0.239097994,0.675942891,3.902255335,0.000970085,-1.031628108,0.397957852,3.000132353,-3.854645141,-3.201572233,-7.857120062,-7.401405658,-7.216240404
127,8.65E-05,0.000214014,99358.53803,58.25971902,28.600166,0.84,0.026393768,-10015.73203,9.981824498,0.000877812,0.048196467,0.235892292,0.673340141,3.877129502,0.000969719,-1.031628108,0.397956541,3.000132353,-3.8546715,-3.20173475,-7.929397821,-7.401840597,-7.216684095
128,7.64E-05,0.000190792,99173.45117,58.24752874,28.58353787,0.84,0.025974053,-10020.28389,9.948594945,0.000736865,0.047622359,0.233991437,0.666590558,3.877129502,0.000926488,-1.031628117,0.397955286,3.000132216,-3.85469719,-3.201940253,-7.930622267,-7.404119305,-7.222055292
129,5.92E-05,0.000154678,98992.73057,58.2016228,28.57326746,0.82,0.025428873,-10023.92071,9.924798547,0.00064485,0.047049423,0.231831741,0.662543855,3.877109912,0.000829934,-1.031628118,0.397955034,3.000132211,-3.854807157,-3.20227047,-7.942476834,-7.404836639,-7.227637951
130,4.10E-05,0.000128973,98830.28555,58.19094238,28.56537199,0.82,0.025221873,-10025.08521,9.886585855,0.000583121,0.046354233,0.231070462,0.659647559,3.877106212,0.00081125,-1.031628123,0.397954009,3.000132034,-3.854885275,-3.203861695,-7.946399446,-7.405193067,-7.230179858
131,3.41E-05,1.12E-04,98711.32332,58.13959178,28.55940143,0.82,0.024901656,-10025.80272,9.851249215,0.000543033,0.044690388,0.230474578,0.657323897,3.877098775,0.000810378,-1.031628123,0.397953821,3.000131814,-3.854893781,-3.204013929,-7.946732195,-7.406955332,-7.231635655
132,2.76E-05,1.00E-04,98507.90588,58.09891219,28.55512832,0.82,0.023989183,-10026.09766,9.800748635,0.000481812,0.041716677,0.229017998,0.655029426,3.877098774,0.000783021,-1.031628129,0.397951119,3.000131727,-3.854900461,-3.204352743,-7.947152169,-7.407165403,-7.235731929
133,2.35E-05,8.95E-05,98344.97964,58.08243595,28.55113043,0.74,0.023893229,-10028.40754,9.78541437,0.000441031,0.041036041,0.228361964,0.653698064,3.877098533,0.000655846,-1.031628129,0.397950468,3.000116331,-3.854993662,-3.20527792,-7.95970189,-7.407284209,-7.240625801
134,1.98E-05,7.54E-05,98187.8693,58.06612978,28.54278371,0.74,0.023261731,-10029.38323,9.769852342,0.000391353,0.040704515,0.227572324,0.651734854,3.856160895,0.000655134,-1.031628144,0.397949938,3.000116329,-3.854995644,-3.205699445,-7.963353189,-7.408385442,-7.240896776
135,1.70E-05,6.48E-05,98059.73994,58.05043956,28.53744775,0.7,0.023219456,-10032.06247,9.763469906,0.000367663,0.039556927,0.227156255,0.650164224,3.779268685,0.00065348,-1.031628151,0.397947843,3.000116327,-3.855083697,-3.20578154,-7.963955639,-7.513324009,-7.241004181
136,1.27E-05,5.85E-05,97806.83963,57.9616687,28.53222366,0.7,0.023145325,-10035.04479,9.725995431,0.000340378,0.039168777,0.226294326,0.648853698,3.779255095,0.000652799,-1.031628154,0.397939925,3.000110774,-3.855230664,-3.205960795,-7.966427732,-7.515701454,-7.244641677
137,1.02E-05,5.23E-05,97598.53247,57.92653276,28.52836143,0.7,0.023092162,-10042.0175,9.713132643,0.000314971,0.038391373,0.225693489,0.646490438,3.778562861,0.000652531,-1.03162816,0.39793693,3.00011077,-3.855286894,-3.206079622,-7.975288047,-7.516867689,-7.245270921
138,8.91E-06,4.74E-05,97452.82403,57.89066554,28.5224396,0.64,0.022302561,-10052.77348,9.686397755,0.000292767,0.037601444,0.221736137,0.645320681,3.778562861,0.000652257,-1.031628161,0.39793631,3.000110645,-3.855292827,-3.206235815,-7.978257993,-7.519332517,-7.245827576
139,7.58E-06,4.40E-05,97323.40902,57.88707159,28.51552987,0.6,0.022302561,-10060.60454,9.553467214,0.000267865,0.035693929,0.220184321,0.64282108,3.778520197,0.000652198,-1.031628164,0.397934296,3.000110628,-3.855296524,-3.206465172,-7.979790182,-7.522900795,-7.249092185
140,5.87E-06,3.93E-05,96969.13254,57.88632907,28.50739471,0.6,0.022020507,-10063.63755,9.535922305,0.000233521,0.03533055,0.219640914,0.640268216,3.778520092,0.000651521,-1.031628164,0.397933757,3.000110628,-3.855336732,-3.206782536,-8.055032957,-7.523800395,-7.249585835
141,3.96E-06,3.50E-05,96691.09191,57.88258499,28.50003548,0.58,0.021111123,-10063.99894,9.531983128,0.000219532,0.034933831,0.219243429,0.639048428,3.778519958,0.000651211,-1.031628169,0.397932647,3.000110592,-3.855349221,-3.206852263,-8.069561309,-7.524210447,-7.256643622
142,3.47E-06,3.03E-05,96502.47302,57.8693,28.49387591,0.58,0.020942873,-10065.72423,9.490231555,0.000171719,0.034397937,0.218866689,0.637406128,3.778519866,0.00065079,-1.031628176,0.397932502,3.000100463,-3.855357243,-3.208936955,-8.094556513,-7.525525003,-7.258459117
143,2.60E-06,2.77E-05,96430.15011,57.86884722,28.48911763,0.58,0.020942873,-10066.9173,9.4896575,0.000152492,0.034259552,0.21837164,0.635242223,3.778519863,0.000643209,-1.031628177,0.397931519,3.000100343,-3.855392069,-3.209235475,-8.102352427,-7.526888229,-7.26829163
144,2.04E-06,2.49E-05,96287.91499,57.86460996,28.4851819,0.58,0.020924955,-10067.907,9.477560643,0.000132029,0.034025671,0.2165833,0.634053297,3.778519859,0.000643124,-1.031628183,0.39793058,3.000100343,-3.855410589,-3.210714087,-8.114401245,-7.535509776,-7.27586791
145,1.66E-06,2.21E-05,96083.24488,57.84967869,28.48006833,0.56,0.020688602,-10070.53471,9.469662695,0.000115567,0.033635164,0.211306087,0.631825569,3.778502812,0.000642171,-1.031628185,0.397927652,3.000100343,-3.855422837,-3.210830869,-8.119085903,-7.538516466,-7.282300103
146,1.48E-06,1.90E-05,95875.57533,57.83802232,28.47361971,0.54,0.020289363,-10071.5189,9.441432814,0.000105584,0.031882392,0.207778981,0.6301165,3.758801055,0.000639845,-1.031628185,0.397927618,3.000100343,-3.855445268,-3.21092619,-8.120966719,-7.550114542,-7.284807406
147,1.25E-06,1.67E-05,95811.93787,57.83710481,28.4652807,0.54,0.020289363,-10120.89664,9.372415335,9.46E-05,0.03121266,0.205794278,0.627475457,3.758801053,0.000639777,-1.031628186,0.397927451,3.000100342,-3.855445407,-3.211021877,-8.121246238,-7.554094608,-7.294262326
148,8.67E-07,1.31E-05,95674.93202,57.83565937,28.45630461,0.54,0.020157903,-10122.08264,9.370350861,8.01E-05,0.030667818,0.204954238,0.625767193,3.758801047,0.000639702,-1.031628187,0.397926871,3.000100324,-3.85545218,-3.211062698,-8.122170547,-7.556697358,-7.314707736
149,5.65E-07,1.04E-05,95447.91123,57.83348898,28.45057562,0.52,0.01961044,-10128.29494,9.370163938,7.19E-05,0.030190835,0.204660757,0.621621656,3.758801046,0.000635527,-1.031628191,0.397926122,3.000100324,-3.855490113,-3.211134784,-8.12245136,-7.559500711,-7.326453814
150,4.06E-07,8.15E-06,95277.30474,57.82805818,28.44238269,0.52,0.019089339,-10130.01086,9.369052185,5.80E-05,0.028751396,0.203570812,0.619400189,3.758788658,0.000635168,-1.031628191,0.397925322,3.000100323,-3.855506161,-3.211181165,-8.123927537,-7.560589254,-7.327627389
151,3.19E-07,6.41E-06,95079.72344,57.69454184,28.43190763,0.5,0.017788606,-10133.77138,9.364178706,5.38E-05,0.027962069,0.203051328,0.61646861,3.758782346,0.00063504,-1.031628192,0.397925176,3.000100148,-3.855507308,-3.211247669,-8.129339841,-7.561567214,-7.333187685
152,1.85E-07,5.72E-06,94859.33765,57.42725112,28.4197312,0.48,0.017763203,-10138.59516,9.360300034,4.75E-05,0.027677707,0.202765791,0.612322897,3.758779654,0.000634618,-1.031628197,0.397923867,3.000100081,-3.855511407,-3.211476395,-8.129784807,-7.562687647,-7.334029109
153,1.67E-07,5.06E-06,94643.21147,57.13947738,28.41241206,0.48,0.017212596,-10141.79439,9.358167003,4.36E-05,0.027321219,0.201885035,0.610894699,3.758777317,0.000633858,-1.0316282,0.397923809,3.000085681,-3.855516417,-3.211560448,-8.129908397,-7.562861045,-7.334422713
154,1.35E-07,4.40E-06,94508.07848,57.08726925,28.40434897,0.48,0.01718069,-10147.46565,9.358041751,3.92E-05,0.026809466,0.201300735,0.609801087,3.75877731,0.000633258,-1.031628201,0.397923434,3.000085242,-3.855520504,-3.212105251,-8.130174258,-7.563265718,-7.337100364
155,1.05E-07,3.78E-06,94321.77039,57.06178929,28.39833587,0.48,0.017144162,-10202.00288,9.357853617,3.45E-05,0.025851579,0.200898989,0.608335485,3.758774935,0.000632569,-1.031628207,0.397922846,3.000083572,-3.855525161,-3.212629053,-8.133183684,-7.564701416,-7.340860298
156,7.68E-08,3.21E-06,94133.03261,56.99261782,28.39009824,0.48,0.017011259,-10212.42464,9.333111589,3.10E-05,0.025337438,0.200775607,0.60712075,3.758764163,0.00063227,-1.031628212,0.397922166,3.00008357,-3.855534394,-3.212904942,-8.134698939,-7.564948966,-7.342821356
157,5.06E-08,2.73E-06,93959.62382,56.96298967,28.3836961,0.48,0.016689402,-10213.83711,9.333022837,2.81E-05,0.025107441,0.200580194,0.606061498,3.758760656,0.000632118,-1.031628213,0.397920787,3.00008357,-3.855538055,-3.213036401,-8.135778775,-7.566343147,-7.343865684
158,3.78E-08,2.31E-06,93810.79839,56.95290177,28.37760027,0.48,0.016368299,-10225.70775,9.27226484,2.49E-05,0.024691591,0.200291794,0.604886036,3.758760468,0.000631716,-1.03162822,0.397920666,3.000083408,-3.85556018,-3.21314762,-8.135997315,-7.566571054,-7.34516155
159,2.15E-08,2.02E-06,93528.99243,56.94913989,28.36802161,0.44,0.016006849,-10228.3433,9.266742993,2.19E-05,0.024498045,0.200091904,0.603608995,3.758759919,0.000631282,-1.031628223,0.397919743,3.000083377,-3.855562751,-3.213233057,-8.136022404,-7.566818372,-7.345629199
160,1.35E-08,1.68E-06,93340.45172,56.94511377,28.36077475,0.44,0.016006849,-10229.13177,9.259739282,2.00E-05,0.024194916,0.199910807,0.602067064,3.758759798,0.000631203,-1.031628224,0.39791959,3.000083233,-3.855582553,-3.213323511,-8.137236578,-7.56737199,-7.396323145
161,9.82E-09,1.43E-06,93166.85207,56.93938169,28.35515499,0.44,0.016006849,-10231.28491,9.251540956,1.84E-05,0.023876343,0.199787325,0.601424804,3.758759323,0.000630534,-1.031628224,0.397918888,3.000083216,-3.855588103,-3.213386565,-8.141317791,-7.665467805,-7.437497239
162,7.43E-09,1.22E-06,93020.80253,56.82968784,28.35015233,0.44,0.015897651,-10256.64104,9.25120676,1.65E-05,0.02348223,0.199316683,0.599992756,3.758759323,0.000630374,-1.031628224,0.397918312,3.000079494,-3.855603133,-3.213456223,-8.143812259,-7.666801693,-7.455232046
163,5.19E-09,1.07E-06,92889.09852,56.78069853,28.34238391,0.4,0.015476899,-10301.0193,9.251202371,1.30E-05,0.023364777,0.198847425,0.598715683,3.758758972,0.000630037,-1.031628226,0.397917058,3.000079492,-3.855607226,-3.213495332,-8.144515592,-7.667513752,-7.456453125
164,3.93E-09,9.36E-07,92745.02035,56.71269699,28.33343103,0.4,0.015391085,-10306.77185,9.24535978,1.10E-05,0.023237114,0.198527413,0.597588572,3.758758972,0.000611455,-1.031628238,0.397916605,3.000079286,-3.855615247,-3.213508082,-8.145218336,-7.669588274,-7.459977595
165,3.43E-09,7.64E-07,92558.24617,56.61067519,28.32692302,0.36,0.01533604,-10308.06918,9.232563452,9.88E-06,0.023140357,0.198240281,0.596056784,3.758758026,0.000611431,-1.031628244,0.397916199,3.000079286,-3.855616276,-3.213655496,-8.147302444,-7.671177161,-7.460938039
166,2.37E-09,5.26E-07,92355.60899,56.45174849,28.31421502,0.36,0.015015405,-10310.75004,9.22360727,7.58E-06,0.022958216,0.197976916,0.594690338,3.758758019,0.000609624,-1.031628244,0.397915566,3.000076384,-3.855618343,-3.213707712,-8.149432495,-7.676869397,-7.461496102
167,1.56E-09,4.37E-07,92120.49018,56.42234082,28.3084756,0.36,0.014960028,-10361.36358,9.163152069,6.59E-06,2.28E-02,0.197726113,0.592649827,3.758758013,0.000608922,-1.031628255,0.397915516,3.000076382,-3.855623583,-3.213717841,-8.149945598,-7.67886095,-7.461830442
168,1.06E-09,3.73E-07,91696.13888,56.38131348,28.30009226,0.36,0.014669284,-10362.89097,9.144557675,5.55E-06,2.27E-02,0.197422343,0.589946067,3.758758011,0.00060709,-1.031628255,0.397915312,3.000076382,-3.855691206,-3.213769238,-8.163340346,-7.685867132,-7.503571933
169,7.48E-10,3.25E-07,90762.18548,56.38130695,28.28882298,0.34,0.014663738,-10380.98492,9.128894622,4.53E-06,2.27E-02,0.196870101,0.589294957,3.758758008,0.000606393,-1.031628255,0.39791508,3.000076379,-3.855800514,-3.213850069,-8.211684093,-7.688222565,-7.519584788
170,5.18E-10,2.77E-07,90144.9154,56.37978715,28.28051177,0.34,0.014509322,-10390.50163,8.205133955,3.99E-06,2.26E-02,0.196601883,0.588354493,3.739737868,0.000605799,-1.031628255,0.397914969,3.000075842,-3.855854614,-3.213941729,-8.241671204,-7.692992907,-7.525586564
171,3.82E-10,2.46E-07,89875.4639,56.35664913,28.27283674,0.34,0.014437138,-10391.86521,8.195272189,3.19E-06,2.26E-02,0.163814305,0.586853319,3.739737868,0.00060559,-1.031628256,0.397914798,3.000075537,-3.855929688,-3.214127583,-8.2452207,-7.695756249,-7.527821766
172,3.24E-10,2.00E-07,89563.84484,56.35326452,28.26254302,0.34,0.014329698,-10393.11434,7.561820068,2.63E-06,2.23E-02,0.163517936,0.585894868,3.739035827,0.000605555,-1.031628279,0.397914437,3.000075535,-3.856025581,-3.214421311,-8.245775402,-7.695849928,-7.529394626
173,2.63E-10,1.79E-07,89470.09376,56.3362456,28.25335264,0.34,0.014075818,-10394.10118,7.561373131,2.17E-06,2.21E-02,0.138724328,0.585278676,3.739035815,0.000605451,-1.03162828,0.397913691,3.000075015,-3.856230253,-3.214680197,-8.245948515,-7.696114771,-7.53225561
174,1.37E-10,1.51E-07,89361.28924,56.33252965,28.2465796,0.34,0.013577804,-10397.83529,7.554818578,1.88E-06,2.17E-02,0.131188572,0.584805778,3.73903514,0.000605384,-1.031628284,0.397913691,3.000075014,-3.856734604,-3.214808724,-8.246884535,-7.696941523,-7.532846377
175,1.07E-10,1.15E-07,89193.32294,56.3211162,28.24153513,0.34,0.013539857,-10409.06414,7.545214143,1.66E-06,2.17E-02,0.122161458,0.584265122,3.739035081,0.00060533,-1.031628284,0.397913578,3.00007477,-3.856855735,-3.214951941,-8.246947641,-7.69759638,-7.533091806
176,6.70E-11,1.03E-07,89001.02221,56.29827309,28.23315073,0.34,0.013433215,-10449.03264,7.453106911,1.42E-06,2.16E-02,0.118221726,0.583318251,3.739035076,0.00060515,-1.031628285,0.397913499,3.00007477,-3.856859408,-3.215017268,-8.251901812,-7.697866611,-7.539330287
177,4.59E-11,9.58E-08,88878.68387,56.21749693,28.2260486,0.34,0.013053325,-10481.16991,5.500629702,1.23E-06,2.13E-02,0.116738355,0.582732128,3.739034851,0.000605126,-1.031628286,0.397913251,3.000074764,-3.856859524,-3.215056269,-8.255991173,-7.697943111,-7.548039591
178,3.58E-11,7.85E-08,88769.63488,56.13467136,28.2203742,0.28,0.012954507,-10502.37381,5.323186132,1.01E-06,2.10E-02,0.116303347,0.582062219,3.739034843,0.000605106,-1.031628286,0.397913191,3.000074029,-3.856860738,-3.215139264,-8.260578781,-7.698281149,-7.548841491
179,2.92E-11,6.43E-08,88594.08755,56.11663586,28.21536951,0.28,0.012879753,-10506.92126,5.255107949,9.05E-07,2.08E-02,0.115730879,0.581063598,3.739034839,0.000604916,-1.031628289,0.397913153,3.000074022,-3.856866142,-3.215250975,-8.268746131,-7.698423266,-7.548888293
180,1.62E-11,5.12E-08,88494.92372,55.85211079,28.21124203,0.26,0.012653408,-10520.25955,5.225717825,7.64E-07,2.04E-02,0.115267096,0.580133482,3.739034838,0.000604883,-1.031628305,0.397913128,3.000073721,-3.856869632,-3.21531535,-8.275467425,-7.717642295,-7.549370079
181,1.25E-11,4.30E-08,88330.14047,55.64843955,28.20806387,0.26,0.0125731,-10526.9617,5.174700404,6.59E-07,2.03E-02,0.114692726,0.579354189,3.739034776,0.000604746,-1.03162831,0.397913059,3.000073698,-3.856870301,-3.215414833,-8.278561175,-7.71768742,-7.549691081
182,9.76E-12,3.42E-08,88134.26673,55.58242278,28.20045596,0.26,0.012387276,-10528.46366,5.168070054,5.42E-07,2.02E-02,0.114343461,0.578519305,3.739034773,0.000604357,-1.031628311,0.397913041,3.000073698,-3.857033041,-3.215555167,-8.281881504,-7.72718658,-7.553860973
183,6.41E-12,2.64E-08,87885.16975,55.50895144,28.19019859,0.26,0.012301721,-10532.40771,5.151354771,4.31E-07,2.01E-02,0.114083257,0.577937461,3.739034773,0.000604338,-1.031628311,0.397913032,3.000073692,-3.857033399,-3.215595882,-8.282268175,-7.760884453,-7.556108658
184,4.78E-12,2.09E-08,87751.69339,55.48697182,28.17934816,0.26,0.012222443,-10536.60171,5.146221773,3.93E-07,2.01E-02,0.113728121,0.577388559,3.739034759,0.000604287,-1.031628313,0.397913031,3.000073668,-3.85704266,-3.215613949,-8.283250357,-7.774903524,-7.561364879
185,3.63E-12,1.18E-08,87537.81901,55.37761276,28.16851915,0.26,0.012087412,-10538.98123,5.131645332,3.44E-07,2.01E-02,0.113530116,0.576650985,3.739034753,0.000604131,-1.031628314,0.397912981,3.000073637,-3.857044878,-3.215635608,-8.284442854,-7.775837381,-7.562276542
186,2.74E-12,9.36E-09,87339.53334,55.25586484,28.15970369,0.26,0.01180102,-10540.82719,5.123621545,2.92E-07,2.00E-02,0.113354863,0.575978367,3.739034738,0.000604074,-1.031628314,0.397912943,3.000073637,-3.857070683,-3.215671435,-8.285459493,-7.776384864,-7.56585081
187,1.95E-12,7.99E-09,87039.61427,55.17975582,28.153586,0.26,0.011749067,-10544.09058,5.104595782,2.39E-07,2.00E-02,0.113109378,0.574894418,3.739034738,0.000604066,-1.031628314,0.39791261,3.000073637,-3.857072883,-3.215697623,-8.285836011,-7.778617041,-7.566077321
188,1.19E-12,5.93E-09,86844.10441,55.05240214,28.1442347,0.26,0.011583222,-10545.23536,5.09985416,1.93E-07,1.99E-02,0.112928036,0.573867679,3.739034731,0.000604012,-1.031628314,0.397912404,3.000071585,-3.857075032,-3.215737907,-8.285962134,-7.778728885,-7.625051942
