WOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
282,1.11E-31,2.45E-20,71409.12456,44.41946074,27.91200565,0.06,0.004827594,-11079.54762,7.68E-14,4.07E-15,0.015638395,0.030019853,0.54207573,3.395419823,0.000597711,-1.031628436,0.397897046,3.000060692,-3.857558331,-3.218119258,-8.991139469,-8.225012416,-7.780768776
283,6.82E-32,1.67E-20,71188.91813,44.40129437,27.91200377,0.06,0.004827594,-11079.63717,1.25E-14,4.07E-15,0.015638395,0.03001985,0.54206884,3.395419823,0.000597711,-1.031628436,0.397897046,3.000060692,-3.857558402,-3.218119651,-9.009018734,-8.225012416,-7.780769298
284,2.64E-32,8.14E-21,71088.55088,44.37467082,27.91199982,0.06,0.004827594,-11080.31225,8.92E-15,4.07E-15,0.015638395,0.03001985,0.542060829,3.395419822,0.000597533,-1.031628436,0.397897046,3.000060692,-3.857558463,-3.218120582,-9.009021248,-8.225012475,-7.780769303
285,1.64E-32,6.80E-21,70975.19046,44.36853989,27.91199975,0.06,0.00473787,-11080.47008,4.51E-15,4.07E-15,0.015638395,0.03001985,0.542057589,3.395419822,0.000597424,-1.031628436,0.397897045,3.000060692,-3.857558483,-3.21812236,-9.009024137,-8.225012475,-7.780769303
286,7.61E-33,5.14E-21,70827.36846,44.36673518,27.91199975,0.06,0.004735315,-11080.59098,2.31E-15,4.07E-15,0.015638395,0.030019844,0.542051317,3.395419822,0.000597361,-1.031628436,0.397897045,3.000060692,-3.857559047,-3.218124209,-9.010334158,-8.225012573,-7.780769305
287,5.29E-33,3.37E-21,70599.46683,44.3589538,27.91199975,0.06,0.004720895,-11080.88048,4.97E-16,4.07E-15,0.015638395,0.030019841,0.542049097,3.395419822,0.000597269,-1.031628436,0.397897045,3.000060691,-3.857559049,-3.218126142,-9.01033503,-8.225015512,-7.780769305
288,4.11E-33,2.50E-21,70432.62402,44.31207514,27.91199968,0.06,0.004720895,-11081.01019,3.20E-16,4.07E-15,0.015638395,0.030019841,0.542048732,3.395419822,0.000597132,-1.031628437,0.397897044,3.000060691,-3.85755991,-3.218133155,-9.010377392,-8.225015541,-7.780769314
289,2.40E-33,2.11E-21,70321.01526,44.30132269,27.91199968,0.06,0.004683244,-11081.19626,1.07E-16,4.07E-15,0.015638395,0.030019841,0.542048277,3.395419822,0.000597132,-1.031628437,0.39789704,3.000060691,-3.857560279,-3.218135016,-9.010379325,-8.225015542,-7.780769316
290,1.50E-33,1.68E-21,70184.17786,44.2828731,27.91199968,0.06,0.004683244,-11081.45777,7.11E-17,4.07E-15,0.015638395,0.030019841,0.542048273,3.395419822,0.000597132,-1.031628437,0.397897039,3.000060691,-3.857560338,-3.218137909,-9.01046129,-8.225016638,-7.780769352
291,8.57E-34,1.12E-21,70064.98536,44.28260243,27.91199958,0.06,0.004632419,-11081.75058,3.55E-17,4.07E-15,0.015638391,0.030019841,0.542047994,3.395419821,0.000597127,-1.031628437,0.397897039,3.000060595,-3.857561291,-3.218139187,-9.01046129,-8.225017174,-7.78076936
292,4.31E-34,9.21E-22,69929.43989,44.28143289,27.91199958,0.06,0.004624467,-11081.9754,3.55E-17,4.07E-15,0.015638391,0.030019841,0.54204747,3.395419821,0.000597038,-1.031628437,0.397897039,3.000060593,-3.85756131,-3.218140475,-9.010461721,-8.225017175,-7.780769361
293,2.61E-34,6.65E-22,69764.17401,44.28141494,27.91199957,0.06,0.004615304,-11082.62923,3.55E-17,4.07E-15,0.015638391,0.030019841,0.54204609,3.395419821,0.000596988,-1.031628437,0.397897039,3.000060593,-3.857564396,-3.218142966,-9.010469941,-8.225017183,-7.780769492
294,1.70E-34,4.67E-22,69590.75929,44.28115916,27.91199957,0.06,0.004592529,-11083.15288,3.55E-17,4.07E-15,0.015638385,0.030019841,0.542041085,3.395419821,0.000596909,-1.031628437,0.397897039,3.000060589,-3.85756451,-3.218143819,-9.010469974,-8.225017195,-7.780769492
295,1.24E-34,3.05E-22,69399.07364,44.28094104,27.91199013,0.06,0.004577935,-11083.3889,3.55E-17,4.07E-15,0.015638385,0.030019783,0.542041079,3.395419821,0.000596723,-1.031628437,0.397897038,3.000060589,-3.857564989,-3.218143858,-9.010469974,-8.225017211,-7.780769565
296,7.20E-35,2.15E-22,69194.54106,44.28070049,27.91198305,0.06,0.004577935,-11083.65834,3.55E-17,4.07E-15,0.015638385,0.030019689,0.54203931,3.395419821,0.000596722,-1.031628437,0.39789703,3.000060589,-3.857564989,-3.218147919,-9.010470001,-8.225017211,-7.780769565
297,3.78E-35,1.75E-22,69018.94946,44.28055553,27.91198305,0.06,0.004562355,-11084.15705,3.55E-17,4.07E-15,0.015638385,0.030019689,0.54203931,3.395419821,0.000596702,-1.031628437,0.39789703,3.000060589,-3.85756572,-3.218148122,-9.010470002,-8.225017211,-7.780769567
298,2.03E-35,1.25E-22,68892.6509,44.28023497,27.91198305,0.06,0.004562355,-11085.11091,3.55E-17,4.07E-15,0.015638385,0.030019689,0.54203931,3.395419821,0.0005967,-1.031628437,0.39789703,3.000060588,-3.857565721,-3.218149456,-9.010484594,-8.225017212,-7.78076957
299,1.11E-35,7.72E-23,68632.74317,44.27989942,27.91198261,0.06,0.004429286,-11085.38842,3.55E-17,4.07E-15,0.015638385,0.030019687,0.54203925,3.395419821,0.000596609,-1.031628437,0.39789703,3.000060489,-3.857565722,-3.218149924,-9.010505545,-8.225017218,-7.78076957
300,3.19E-36,6.20E-23,68528.49798,44.27988006,27.91198174,0.06,0.004391057,-11085.67071,3.55E-17,4.07E-15,0.015638383,0.030019687,0.542039113,3.395419821,0.00059657,-1.031628437,0.397897023,3.000060479,-3.857566035,-3.218150216,-9.010507749,-8.225017225,-7.78076961
301,2.11E-36,4.43E-23,68406.37922,44.27842892,27.91198174,0.06,0.004363413,-11085.83754,3.55E-17,4.07E-15,0.015638383,0.030019687,0.542039112,3.395419791,0.000596566,-1.031628437,0.397897023,3.000060478,-3.857566046,-3.218150246,-9.010510696,-8.225017225,-7.78076961
302,1.04E-36,3.37E-23,68280.73899,44.27838882,27.91198146,0.06,0.004281485,-11085.88697,3.55E-17,4.07E-15,0.015638381,0.030019278,0.542039112,3.395419791,0.000596564,-1.031628439,0.397897023,3.000060478,-3.857566061,-3.218151005,-9.010510696,-8.225046376,-7.780769637
303,6.60E-37,2.65E-23,68153.85052,44.27838882,27.91198119,0.06,0.004224219,-11085.91973,3.55E-17,4.07E-15,0.01563838,0.030019278,0.542034239,3.395419791,0.000596564,-1.031628439,0.397897004,3.000060478,-3.857566081,-3.218151011,-9.0105107,-8.225096588,-7.780769641
304,4.59E-37,2.27E-23,68027.98463,44.27838875,27.91198119,0.06,0.004217105,-11086.00325,3.55E-17,4.07E-15,0.015638378,0.030019273,0.542032883,3.395419791,0.000596536,-1.031628439,0.397897004,3.000060478,-3.857566087,-3.218151892,-9.010510701,-8.225121224,-7.780769641
305,3.06E-37,1.54E-23,67873.41436,44.27823823,27.91198119,0.06,0.004217105,-11086.47855,3.55E-17,4.07E-15,0.015638378,0.030019258,0.542032883,3.395419791,0.000596528,-1.031628439,0.397897004,3.000060473,-3.857566243,-3.218152171,-9.010510717,-8.225121674,-7.780769641
306,2.16E-37,1.16E-23,67699.41616,44.2782345,27.91198114,0.06,0.004217105,-11086.61049,3.55E-17,4.07E-15,0.015638378,0.030019234,0.542020139,3.395419791,0.000596507,-1.031628439,0.397897004,3.000060468,-3.857566288,-3.218156991,-9.010510717,-8.225121674,-7.780769932
307,1.66E-37,8.15E-24,67584.20472,44.27822598,27.91198113,0.06,0.004209555,-11086.68025,3.55E-17,4.07E-15,0.015638378,0.030019219,0.54201822,3.395419791,0.000596505,-1.031628439,0.397897003,3.000060468,-3.857566328,-3.218171966,-9.010510736,-8.225121679,-7.780770257
308,1.43E-37,5.36E-24,67473.78447,44.27821483,27.91198112,0.06,0.004063399,-11086.86583,3.55E-17,4.07E-15,0.015638378,0.030019219,0.542017952,3.395419791,0.000596469,-1.031628439,0.397897003,3.000060468,-3.857566368,-3.218172728,-9.010511102,-8.22512168,-7.780770433
309,7.66E-38,3.86E-24,67226.50069,44.27812786,27.91197821,0.06,0.004063399,-11087.21943,3.55E-17,4.07E-15,0.015638378,0.030019219,0.542017939,3.395419791,0.000596468,-1.031628439,0.397897003,3.000060468,-3.857567335,-3.218180081,-9.010511118,-8.225125021,-7.780770501
310,4.20E-38,2.98E-24,67016.09673,44.27791058,27.91197821,0.06,0.003987209,-11087.46079,3.55E-17,4.07E-15,0.015638378,0.030019219,0.542017917,3.395419791,0.000596434,-1.03162844,0.397897003,3.000060467,-3.857567347,-3.218193383,-9.01051132,-8.225125021,-7.78077052
311,2.56E-38,2.27E-24,66834.77841,44.2778951,27.91197797,0.06,0.003987209,-11087.56106,3.55E-17,4.07E-15,0.015638378,0.030019219,0.542017549,3.395419791,0.000596426,-1.03162844,0.397897003,3.000060467,-3.857567352,-3.218193531,-9.01051132,-8.225125022,-7.78077052
312,1.79E-38,1.57E-24,66728.72952,44.27786814,27.91197778,0.06,0.003883943,-11087.68644,3.55E-17,4.07E-15,0.015638378,0.030019219,0.542017448,3.395419791,0.000596426,-1.03162844,0.397897003,3.000060467,-3.857567471,-3.218198085,-9.010511321,-8.225125022,-7.780770529
313,1.11E-38,1.08E-24,66580.57491,44.27771263,27.91197778,0.06,0.003876402,-11087.81726,3.55E-17,4.07E-15,0.015638378,0.030019219,0.542016514,3.39541979,0.000596424,-1.03162844,0.397897003,3.000060467,-3.857567482,-3.218208658,-9.010511343,-8.225130538,-7.780770532
314,4.78E-39,8.95E-25,66441.31843,44.27762924,27.91197759,0.06,0.00386771,-11087.99101,3.55E-17,4.07E-15,0.015638378,0.030019218,0.542016153,3.39541979,0.000596349,-1.03162844,0.397897003,3.000060462,-3.857568579,-3.218216501,-9.010511349,-8.225132033,-7.780770532
315,3.39E-39,6.06E-25,66324.05234,44.27761753,27.91197755,0.06,0.00386771,-11088.14579,3.55E-17,4.07E-15,0.015638377,0.030019218,0.542015535,3.39541979,0.000596327,-1.03162844,0.397897003,3.000060462,-3.857568581,-3.218217181,-9.010511639,-8.225132039,-7.780770542
316,2.94E-40,4.56E-25,66151.75224,44.2776087,27.91197751,0.06,0.00386771,-11088.22976,3.55E-17,4.07E-15,0.015638375,0.030019218,0.542010667,3.39541979,0.000596316,-1.03162844,0.397897002,3.000060425,-3.857568595,-3.218218179,-9.010512097,-8.225132892,-7.780770542
317,1.35E-40,3.78E-25,66012.81442,44.27759019,27.91197751,0.06,0.003807253,-11088.45889,3.55E-17,4.07E-15,0.015638375,0.030019218,0.542010663,3.39541979,0.000596314,-1.03162844,0.397896999,3.000060424,-3.857570459,-3.218219067,-9.010512097,-8.225145925,-7.780770544
318,7.32E-41,2.85E-25,65871.88814,44.27757703,27.91197751,0.06,0.003778815,-11088.57055,3.55E-17,4.07E-15,0.015638374,0.030019218,0.542010473,3.39541979,0.000596299,-1.03162844,0.397896999,3.000060424,-3.8575705,-3.21821913,-9.01051217,-8.225145931,-7.780770544
319,5.71E-41,2.03E-25,65717.67501,44.27754443,27.91197751,0.06,0.003778815,-11088.67017,3.55E-17,4.07E-15,0.015638374,0.030019218,0.542010472,3.39541979,0.000596265,-1.03162844,0.397896993,3.000060424,-3.857570507,-3.218219706,-9.01051217,-8.225145933,-7.780770544
320,3.71E-41,1.76E-25,65604.69732,44.27653753,27.9119775,0.06,0.003774747,-11088.73452,3.55E-17,4.07E-15,0.015638374,0.030019218,0.542009325,3.39541979,0.000596264,-1.03162844,0.397896991,3.000060406,-3.857570551,-3.218221884,-9.01051217,-8.225145985,-7.780770544
321,2.04E-41,1.33E-25,65435.0661,44.27653107,27.91197748,0.06,0.003774747,-11088.82589,3.55E-17,4.07E-15,0.015638374,0.030019218,0.542008435,3.39541979,0.00059625,-1.03162844,0.397896991,3.000060398,-3.85757065,-3.218222762,-9.010512171,-8.225146041,-7.780770545
322,1.46E-41,8.47E-26,65278.03427,44.2764459,27.9119773,0.06,0.003768796,-11088.88492,3.55E-17,4.07E-15,0.015638374,0.030019218,0.542007974,3.39541979,0.00059625,-1.03162844,0.397896991,3.000060393,-3.857570654,-3.218223624,-9.010512171,-8.225146044,-7.780770545
323,1.07E-41,6.28E-26,65108.35544,44.27643658,27.91197623,0.06,0.003768796,-11089.45318,3.55E-17,4.07E-15,0.015638374,0.030019218,0.542006971,3.39541979,0.000596249,-1.03162844,0.397896991,3.000060345,-3.857570664,-3.21822601,-9.010512171,-8.225146044,-7.780770545
324,7.98E-42,4.67E-26,64930.01654,44.27643658,27.9119762,0.06,0.003768796,-11089.59281,3.55E-17,4.07E-15,0.015638373,0.030019218,0.542006173,3.39541979,0.000596247,-1.031628441,0.397896991,3.000060277,-3.857570686,-3.218227222,-9.010512171,-8.225146045,-7.780770545
325,5.88E-42,3.28E-26,64774.86875,44.27641727,27.91197207,0.06,0.003768796,-11089.71711,3.55E-17,4.07E-15,0.015638373,0.030019218,0.542005566,3.39541979,0.000596184,-1.031628441,0.397896991,3.000060268,-3.857570686,-3.21822762,-9.010512198,-8.225146045,-7.780770545
326,2.85E-42,2.09E-26,64688.30642,44.27641543,27.91197207,0.06,0.003749981,-11089.75127,3.55E-17,4.07E-15,0.015638373,0.030019218,0.542005269,3.39541979,0.000596184,-1.031628441,0.397896991,3.000060268,-3.857570687,-3.218228901,-9.010512198,-8.225146057,-7.780770545
327,2.11E-42,1.45E-26,64519.64756,44.27640769,27.91197204,0.06,0.003671888,-11089.76883,3.55E-17,4.07E-15,0.015638373,0.030019218,0.542002481,3.39541979,0.000595978,-1.031628441,0.397896983,3.000060266,-3.857570696,-3.218228961,-9.0105122,-8.225146057,-7.780770545
328,1.37E-42,1.06E-26,64303.93585,44.26533605,27.91197204,0.06,0.00365645,-11090.18182,3.55E-17,4.07E-15,0.015638373,0.030019218,0.542002339,3.39541979,0.000595953,-1.031628441,0.397896982,3.000060244,-3.857570736,-3.218229156,-9.010512202,-8.225146057,-7.780770545
329,9.18E-43,8.55E-27,64083.33341,44.25391146,27.91197204,0.06,0.003653653,-11090.52909,3.55E-17,4.07E-15,0.015638373,0.030019217,0.542001614,3.39541979,0.000595953,-1.031628441,0.397896982,3.000060244,-3.857570736,-3.218229532,-9.010512202,-8.225146057,-7.780770546
330,4.56E-43,6.92E-27,63857.30216,44.24278258,27.91197204,0.06,0.003653653,-11090.98355,3.55E-17,4.07E-15,0.015638372,0.030019208,0.542001475,3.39541979,0.000595937,-1.031628441,0.397896982,3.000060244,-3.857571691,-3.218229597,-9.010512204,-8.225146057,-7.78077055
331,3.01E-43,5.63E-27,63728.83052,44.24106121,27.91197187,0.06,0.003650478,-11091.05309,3.55E-17,4.07E-15,0.015638372,0.030019207,0.542001337,3.39541979,0.000595929,-1.031628441,0.397896982,3.000060244,-3.857571701,-3.218230113,-9.010512206,-8.225146057,-7.78077055
332,1.61E-43,3.92E-27,63552.02088,44.23914271,27.91197174,0.06,0.003650478,-11091.07523,3.55E-17,4.07E-15,0.015638372,0.030019205,0.542001034,3.39541979,0.000595895,-1.031628441,0.397896982,3.000060244,-3.857571927,-3.218242246,-9.010512206,-8.225146109,-7.78077055
333,6.63E-44,3.02E-27,63409.30945,44.23890135,27.91197172,0.06,0.003637303,-11091.17021,3.55E-17,4.07E-15,0.015638372,0.030019205,0.541988628,3.39541979,0.000595895,-1.031628441,0.397896981,3.000060244,-3.857571929,-3.218242402,-9.010512207,-8.225146109,-7.780770554
334,4.48E-44,2.57E-27,63205.00139,44.2387614,27.91197171,0.06,0.00362793,-11091.1785,3.55E-17,4.07E-15,0.015638372,0.030019195,0.541988601,3.39541979,0.000595894,-1.031628441,0.39789698,3.000060244,-3.857571968,-3.218242542,-9.010512207,-8.225146116,-7.780770554
335,3.57E-44,1.94E-27,63077.93736,44.23868944,27.91197171,0.06,0.00358205,-11091.32468,3.55E-17,4.07E-15,0.015638372,0.030019181,0.541988357,3.39541979,0.000595886,-1.031628442,0.39789698,3.000060213,-3.857572059,-3.218242566,-9.010512238,-8.225146116,-7.780770554
336,2.08E-44,1.18E-27,62919.55139,44.23868164,27.9119717,0.06,0.003561336,-11091.35578,3.55E-17,4.07E-15,0.015638372,0.030019181,0.541985748,3.39541979,0.000595878,-1.031628442,0.39789698,3.000060213,-3.857572195,-3.218243482,-9.010512239,-8.225146126,-7.780770554
337,7.67E-45,8.57E-28,62741.43445,44.23867461,27.91197169,0.06,0.003561336,-11091.38048,3.55E-17,4.07E-15,0.015638372,0.030019181,0.541985385,3.39541979,0.000595877,-1.031628442,0.39789698,3.000060213,-3.857572295,-3.218243683,-9.010512239,-8.225146126,-7.780770554
338,5.66E-45,5.88E-28,62592.43773,44.23866265,27.91197169,0.06,0.003561336,-11091.50094,3.55E-17,4.07E-15,0.015638372,0.030019181,0.541983816,3.39541979,0.000595842,-1.031628442,0.39789698,3.000060213,-3.857572295,-3.218244157,-9.010512242,-8.225146127,-7.780770556
339,3.33E-45,4.65E-28,62417.36693,44.23866265,27.91197168,0.06,0.003540158,-11091.59002,3.55E-17,4.07E-15,0.015638372,0.030019181,0.541982972,3.39541979,0.000595841,-1.031628442,0.39789698,3.000060212,-3.857572296,-3.218245832,-9.010512243,-8.225146127,-7.780770564
340,1.34E-45,3.68E-28,62240.66171,44.23863866,27.91197168,0.06,0.003454167,-11091.70815,3.55E-17,4.07E-15,0.015638372,0.030019181,0.541982498,3.39541979,0.000595838,-1.031628442,0.39789698,3.000060211,-3.857572296,-3.218246648,-9.010512243,-8.225146127,-7.780770564
341,9.26E-46,2.76E-28,62111.91501,44.23823625,27.91196457,0.06,0.003433401,-11092.05865,3.55E-17,4.07E-15,0.015638372,0.030019181,0.541979154,3.39541979,0.000595821,-1.031628442,0.39789698,3.000060211,-3.857572297,-3.218250168,-9.010512244,-8.225146127,-7.780770571
342,4.27E-46,1.86E-28,61905.08104,44.19493087,27.91196457,0.06,0.003433401,-11092.37284,3.55E-17,4.07E-15,0.015638371,0.030019179,0.541978719,3.39541979,0.000595815,-1.031628444,0.39789698,3.000060211,-3.857572428,-3.218250735,-9.010512244,-8.225146127,-7.780770571
343,2.32E-46,1.44E-28,61740.67554,44.15596723,27.91196409,0.06,0.003383455,-11092.44232,3.55E-17,4.07E-15,0.015638371,0.030019179,0.541970335,3.39541979,0.00059575,-1.031628444,0.39789698,3.000060211,-3.857572433,-3.218250771,-9.010512244,-8.225146215,-7.780770571
344,1.49E-46,8.15E-29,61603.45372,44.15463813,27.91196344,0.06,0.003383455,-11092.60352,3.55E-17,4.07E-15,0.015638371,0.030019178,0.541965526,3.39541979,0.000595724,-1.031628444,0.397896979,3.00006021,-3.857572434,-3.21825088,-9.010512245,-8.225146746,-7.780770571
345,8.12E-47,6.50E-29,61498.11925,44.12311378,27.91196268,0.06,0.003381865,-11092.62961,3.55E-17,4.07E-15,0.015638371,0.030019178,0.541962702,3.39541979,0.000595722,-1.031628444,0.397896979,3.00006021,-3.857572445,-3.218250927,-9.01051229,-8.225147144,-7.780770571
346,3.99E-47,5.02E-29,61275.0071,44.12295724,27.91196001,0.06,0.003381865,-11093.44473,3.55E-17,4.07E-15,0.015638371,0.030019178,0.541962697,3.39541979,0.000595721,-1.031628444,0.397896979,3.000060206,-3.857572446,-3.218251339,-9.01051229,-8.225149557,-7.780770572
347,2.23E-47,3.84E-29,61070.13428,44.12187531,27.91195818,0.06,0.003381865,-11096.26539,3.55E-17,4.07E-15,0.015638371,0.030019178,0.541956993,3.39541979,0.000595721,-1.031628444,0.397896979,3.000060205,-3.857572446,-3.218251455,-9.010512293,-8.225149561,-7.780770572
348,1.36E-47,2.62E-29,60832.20752,44.12120486,27.91195809,0.06,0.003364302,-11097.06937,3.55E-17,4.07E-15,0.015638371,0.030019178,0.541956439,3.39541979,0.000595718,-1.031628444,0.397896979,3.000060204,-3.857572467,-3.218251489,-9.010512293,-8.225149593,-7.780770574
349,8.62E-48,1.91E-29,60679.36088,44.12103717,27.91195809,0.06,0.003337986,-11097.14118,3.55E-17,4.07E-15,0.015638371,0.030019178,0.541955542,3.39541979,0.000595717,-1.031628445,0.397896979,3.000060203,-3.857572474,-3.218251507,-9.010512293,-8.225149604,-7.780770578
350,3.38E-48,1.44E-29,60514.2449,44.12084149,27.91195773,0.06,0.00325984,-11097.2686,3.55E-17,4.07E-15,0.015638371,0.030019172,0.541955365,3.39541979,0.000595717,-1.031628445,0.397896979,3.000060202,-3.857572474,-3.218251526,-9.010512294,-8.225149604,-7.780770579
351,2.90E-48,8.08E-30,60378.33622,44.05110664,27.91195769,0.06,0.003252834,-11097.29389,3.55E-17,4.07E-15,0.015638371,0.030019168,0.541955365,3.39541979,0.000595638,-1.031628445,0.397896979,3.000060185,-3.857572476,-3.218251573,-9.010512323,-8.225149605,-7.780770579
352,2.23E-48,6.55E-30,60301.71989,43.98562394,27.91195767,0.06,0.003250169,-11097.39047,3.55E-17,4.07E-15,0.015638371,0.030019166,0.54195533,3.39541979,0.000595638,-1.031628445,0.397896979,3.000060177,-3.857572509,-3.218252846,-9.010512323,-8.225149621,-7.78077058
353,1.20E-48,5.35E-30,60206.69854,43.90694096,27.91195767,0.06,0.003250169,-11097.42693,3.55E-17,4.07E-15,0.015638371,0.030019166,0.541955266,3.39541979,0.000595626,-1.031628445,0.397896979,3.000060177,-3.857572556,-3.218255148,-9.010512327,-8.225149621,-7.78077058
354,1.05E-48,4.60E-30,60079.10763,43.89278409,27.91195766,0.06,0.003240626,-11097.44596,3.55E-17,4.07E-15,0.015638371,0.030019166,0.541955266,3.39541979,0.000595626,-1.031628445,0.397896979,3.000060177,-3.857572575,-3.2182553,-9.010512327,-8.225149623,-7.780770582
355,5.63E-49,3.31E-30,59973.23903,43.89159282,27.91195762,0.06,0.003240626,-11097.45417,3.55E-17,4.07E-15,0.015638371,0.030019166,0.541945206,3.39541979,0.000595553,-1.031628445,0.397896979,3.000060173,-3.857572632,-3.218255341,-9.010512327,-8.231633987,-7.780770584
356,4.41E-49,2.35E-30,59825.30472,43.88792504,27.91195757,0.06,0.00318919,-11097.49336,3.55E-17,4.07E-15,0.015638371,0.030019159,0.541925731,3.39541979,0.000595284,-1.031628445,0.397896979,3.000060173,-3.857572637,-3.218255349,-9.010512327,-8.308615015,-7.780770584
357,3.42E-49,1.83E-30,59726.33853,43.88598495,27.91195756,0.06,0.003177691,-11097.51189,3.55E-17,4.07E-15,0.015638371,0.030019153,0.541925729,3.39541979,0.000595259,-1.031628445,0.397896977,3.000060173,-3.857572638,-3.218255356,-9.010512327,-8.317543068,-7.780770585
358,2.43E-49,1.37E-30,59645.20694,43.88564781,27.91195756,0.06,0.003175703,-11097.64438,3.55E-17,4.07E-15,0.015638371,0.030019153,0.541916565,3.39541979,0.000595259,-1.031628445,0.397896963,3.000060173,-3.857572638,-3.21825536,-9.010512327,-8.329102474,-7.780770585
359,1.47E-49,1.12E-30,59518.8608,43.88554144,27.91195756,0.06,0.003175703,-11097.66661,3.55E-17,4.07E-15,0.015638371,0.030019153,0.541912547,3.39541979,0.000595166,-1.031628445,0.397896963,3.000060173,-3.857572638,-3.218255384,-9.010512328,-8.329102474,-7.780770585
360,6.35E-50,8.07E-31,59425.80019,43.88553774,27.91195756,0.06,0.003175703,-11097.75587,3.55E-17,4.07E-15,0.01563837,0.030019103,0.541904632,3.39541979,0.0005951,-1.031628445,0.397896963,3.000060173,-3.857572649,-3.218258734,-9.010512328,-8.330971859,-7.780770585
361,5.02E-50,6.87E-31,59360.80282,43.8855031,27.91195752,0.06,0.003175703,-11097.81386,3.55E-17,4.07E-15,0.01563837,0.030019089,0.541897102,3.39541979,0.000595083,-1.031628445,0.397896963,3.000060173,-3.857572955,-3.218261352,-9.010512329,-8.33109152,-7.780770585
362,2.42E-50,5.25E-31,59305.16649,43.88533762,27.91195752,0.06,0.003175703,-11097.82156,3.55E-17,4.07E-15,0.01563837,0.030019089,0.541897101,3.39541979,0.000595055,-1.031628445,0.397896962,3.000060173,-3.857573056,-3.218267818,-9.010512329,-8.331094803,-7.780770585
363,6.41E-51,3.42E-31,59155.45308,43.8852651,27.9119575,0.06,0.003175703,-11097.89282,3.55E-17,4.07E-15,0.01563837,0.03001905,0.541896543,3.39541979,0.000595055,-1.031628445,0.397896962,3.000060173,-3.857573063,-3.218271069,-9.010512329,-8.331161176,-7.780770788
364,3.66E-51,2.85E-31,59019.89709,43.88487088,27.91195749,0.06,0.003175703,-11098.01472,3.55E-17,4.07E-15,0.015638369,0.030019007,0.541896403,3.39541979,0.000595055,-1.031628447,0.397896962,3.000060173,-3.857573092,-3.218291095,-9.01051233,-8.331161177,-7.780770788
365,1.27E-51,2.17E-31,58869.72837,43.88486765,27.91195749,0.06,0.003150295,-11098.02479,3.55E-17,4.07E-15,0.015638369,0.030018972,0.541895588,3.39541979,0.000595055,-1.031628447,0.39789696,3.000060173,-3.857573097,-3.218303553,-9.01051233,-8.331161177,-7.780770788
366,4.25E-52,1.20E-31,58661.56308,43.88485187,27.91195749,0.06,0.003150295,-11098.04405,3.55E-17,4.07E-15,0.015638369,0.030018972,0.541893722,3.39541979,0.000594986,-1.031628448,0.39789696,3.000060172,-3.857573099,-3.218303573,-9.010512331,-8.331161177,-7.780770789
367,3.18E-52,9.76E-32,58518.08817,43.88485178,27.91195749,0.06,0.003150295,-11098.06247,3.55E-17,4.07E-15,0.015638369,0.030018972,0.541892928,3.39541979,0.000594986,-1.031628448,0.39789696,3.000060172,-3.857573126,-3.218303573,-9.010512332,-8.331182945,-7.780770789
368,2.34E-52,7.73E-32,58421.10905,43.88484757,27.91195749,0.06,0.003150295,-11098.21328,3.55E-17,4.07E-15,0.015638369,0.030018938,0.541892647,3.39541979,0.000594971,-1.031628448,0.39789696,3.000060172,-3.857573448,-3.218305527,-9.010512332,-8.331184434,-7.780770789
369,5.81E-53,4.46E-32,58223.532,43.88484736,27.91195749,0.06,0.003150295,-11098.32856,3.55E-17,4.07E-15,0.015638369,0.030018922,0.541892641,3.39541979,0.00059497,-1.031628448,0.39789696,3.000060172,-3.857573463,-3.218305527,-9.010512334,-8.331184434,-7.780770789
370,4.39E-53,3.78E-32,58072.80773,43.88484668,27.91195749,0.06,0.003150295,-11098.50506,3.55E-17,4.07E-15,0.015638369,0.030018909,0.541892636,3.39541979,0.00059497,-1.031628448,0.39789696,3.000060172,-3.857573483,-3.218305553,-9.010512334,-8.331184434,-7.780770789
371,2.76E-53,2.82E-32,57900.84343,43.88477363,27.91195749,0.06,0.00299578,-11098.56474,3.55E-17,4.07E-15,0.015638368,0.030018909,0.541892529,3.39541979,0.000594968,-1.031628448,0.397896958,3.00005963,-3.857573492,-3.218305574,-9.010512334,-8.331184436,-7.780770789
372,1.93E-53,1.99E-32,57741.43098,43.88447822,27.91195749,0.06,0.00299578,-11098.59795,3.55E-17,4.07E-15,0.015638368,0.030018908,0.541892481,3.39541979,0.000594941,-1.031628448,0.397896958,3.000059223,-3.857573492,-3.218305595,-9.010512334,-8.331184438,-7.780770789
373,1.41E-53,1.44E-32,57621.16537,43.88309312,27.91195749,0.06,0.00299578,-11098.63618,3.55E-17,4.07E-15,0.015638368,0.030018632,0.541892366,3.39541979,0.000594889,-1.031628448,0.397896958,3.000058902,-3.857573492,-3.2183056,-9.010512334,-8.331184438,-7.780770789
374,1.02E-53,1.02E-32,57460.5749,43.85115659,27.91195745,0.06,0.00299578,-11098.65439,3.55E-17,4.07E-15,0.015638368,0.030018632,0.541892354,3.39541979,0.000594882,-1.031628448,0.397896958,3.000058902,-3.857573808,-3.218305712,-9.010512334,-8.331184455,-7.780770789
